0,1
Datasets\IAM_Sentences\sentences\k03\k03-152\k03-152-s02-00.png,They 're very much afraid that
Datasets\IAM_Sentences\sentences\m01\m01-038\m01-038-s02-03.png,prepared the way for the Second Stage .
Datasets\IAM_Sentences\sentences\b06\b06-100\b06-100-s00-00.png,"The heli-hopping Duke of Edinburgh ,"
Datasets\IAM_Sentences\sentences\p02\p02-000\p02-000-s05-01.png,hand and smiled .
Datasets\IAM_Sentences\sentences\b04\b04-060\b04-060-s01-01.png,"for once , the Government were to voice the real feelings of"
Datasets\IAM_Sentences\sentences\n02\n02-016\n02-016-s03-02.png,"this side of Belleray . """
Datasets\IAM_Sentences\sentences\e01\e01-032\e01-032-s00-01.png,threads may be reserved to bring a light
Datasets\IAM_Sentences\sentences\e06\e06-037\e06-037-s01-03.png,when fish are caught only in the top
Datasets\IAM_Sentences\sentences\d01\d01-056\d01-056-s01-01.png,version of the text the Fourth Gospel is
Datasets\IAM_Sentences\sentences\j04\j04-015\j04-015-s02-02.png,minutes of completing the separation .
Datasets\IAM_Sentences\sentences\f07\f07-042b\f07-042b-s02-01.png,"white mice served alive , dipped in treacle"
Datasets\IAM_Sentences\sentences\e01\e01-113\e01-113-s02-00.png,3 . Hold loop in place between thumb
Datasets\IAM_Sentences\sentences\e07\e07-090\e07-090-s01-01.png,"safer stacking , though they are still"
Datasets\IAM_Sentences\sentences\d04\d04-121\d04-121-s01-01.png,really interrogations to examine into the principles of the four re-
Datasets\IAM_Sentences\sentences\r06\r06-137\r06-137-s04-00.png,' But we 've got
Datasets\IAM_Sentences\sentences\e04\e04-079\e04-079-s00-02.png,detailed drawings .
Datasets\IAM_Sentences\sentences\p06\p06-096\p06-096-s03-01.png,then Philip was so certain that Nicholas
Datasets\IAM_Sentences\sentences\a02\a02-046\a02-046-s02-00.png,At five to ten
Datasets\IAM_Sentences\sentences\r06\r06-062\r06-062-s01-01.png,"stopped , as in fine weather we always"
Datasets\IAM_Sentences\sentences\a04\a04-099\a04-099-s00-01.png,destroy the whole population of Britain in
Datasets\IAM_Sentences\sentences\j06\j06-056\j06-056-s01-04.png,"and select by exploration , a"
Datasets\IAM_Sentences\sentences\m04\m04-007\m04-007-s03-00.png,"Aboard , apart from the crew , were Mrs. Megan"
Datasets\IAM_Sentences\sentences\j06\j06-051\j06-051-s01-00.png,"3 . Initiating ,"
Datasets\IAM_Sentences\sentences\l07\l07-131\l07-131-s00-00.png,"Inside , she was untidy and grubby but"
Datasets\IAM_Sentences\sentences\n03\n03-091\n03-091-s02-00.png,"Him , his mother throw him into"
Datasets\IAM_Sentences\sentences\b04\b04-147\b04-147-s01-00.png,The board is laying a cable along a seven-
Datasets\IAM_Sentences\sentences\g06\g06-037l\g06-037l-s00-01.png,all may go well .
Datasets\IAM_Sentences\sentences\d06\d06-037\d06-037-s01-00.png,We may begin
Datasets\IAM_Sentences\sentences\g06\g06-031r\g06-031r-s04-03.png,"Commons House upon a dissolution , which must be had ,"
Datasets\IAM_Sentences\sentences\a02\a02-093\a02-093-s01-00.png,Mr. Macmillan gave top
Datasets\IAM_Sentences\sentences\g06\g06-047i\g06-047i-s01-00.png,One of these
Datasets\IAM_Sentences\sentences\j04\j04-039\j04-039-s00-02.png,strontium sulphate from hot solution .
Datasets\IAM_Sentences\sentences\g06\g06-045r\g06-045r-s00-04.png,"and Italy , and that he himself was being treated under"
Datasets\IAM_Sentences\sentences\g07\g07-038\g07-038-s02-01.png,the warmth of her kindly nature to others -
Datasets\IAM_Sentences\sentences\g06\g06-042n\g06-042n-s01-01.png,"as 1830 , when Anglesey believed himself"
Datasets\IAM_Sentences\sentences\a01\a01-049u\a01-049u-s02-01.png,Robertson later disclosed he had sent a letter
Datasets\IAM_Sentences\sentences\b04\b04-103\b04-103-s02-00.png,How wonderful if they
Datasets\IAM_Sentences\sentences\b04\b04-066\b04-066-s04-01.png,said
Datasets\IAM_Sentences\sentences\j06\j06-030\j06-030-s02-00.png,There are numerous
Datasets\IAM_Sentences\sentences\f07\f07-016\f07-016-s00-01.png,"in those Roman feasts , for instance , with"
Datasets\IAM_Sentences\sentences\n06\n06-111\n06-111-s06-01.png,top you could see something of the wild hill
Datasets\IAM_Sentences\sentences\a03\a03-030\a03-030-s02-01.png,when in spite of carefully worded state-
Datasets\IAM_Sentences\sentences\b04\b04-140\b04-140-s00-01.png,to welcome Hitler's troops as tourists .
Datasets\IAM_Sentences\sentences\m04\m04-093\m04-093-s04-00.png,""" Never mind your immortal"
Datasets\IAM_Sentences\sentences\j01\j01-063\j01-063-s00-03.png,conductor by nickel circlips .
Datasets\IAM_Sentences\sentences\f07\f07-076a\f07-076a-s02-02.png,ries recall in fact the rich heritage
Datasets\IAM_Sentences\sentences\c03\c03-094d\c03-094d-s00-01.png,"insensitively pushing , Miss Sheila Allen"
Datasets\IAM_Sentences\sentences\a04\a04-103\a04-103-s00-00.png,The third reason is that the supreme
Datasets\IAM_Sentences\sentences\h02\h02-043\h02-043-s00-02.png,and heroin to addicts to these drugs and
Datasets\IAM_Sentences\sentences\g06\g06-042c\g06-042c-s01-02.png,"death , the new German curative method known as"
Datasets\IAM_Sentences\sentences\a05\a05-113\a05-113-s01-01.png,the Government's failure to condemn
Datasets\IAM_Sentences\sentences\m01\m01-026\m01-026-s03-00.png,Half an hour later Heather and Steve were still
Datasets\IAM_Sentences\sentences\g06\g06-047b\g06-047b-s00-01.png,Burdett described to Anglesey a year or two
Datasets\IAM_Sentences\sentences\d05\d05-030\d05-030-s01-01.png,"by Calvinists and Puritans , and the sentiment was"
Datasets\IAM_Sentences\sentences\m01\m01-149\m01-149-s02-00.png,"But not for long , for soon pedestrians and cars flocked upon"
Datasets\IAM_Sentences\sentences\m01\m01-115\m01-115-s02-00.png,"Second , to tread pretty warily"
Datasets\IAM_Sentences\sentences\c03\c03-007b\c03-007b-s01-03.png,"head-stones in the churchyard , "" sacred to the"
Datasets\IAM_Sentences\sentences\b01\b01-079\b01-079-s01-02.png,which have undertaken the task of pre-
Datasets\IAM_Sentences\sentences\a06\a06-128\a06-128-s02-00.png,For nearly a year
Datasets\IAM_Sentences\sentences\g01\g01-067\g01-067-s01-03.png,the Duke of Lancaster and the Archbishops
Datasets\IAM_Sentences\sentences\a04\a04-035\a04-035-s02-00.png,"A cheering , delighted crowd"
Datasets\IAM_Sentences\sentences\r06\r06-027\r06-027-s05-00.png,"He was here , near the railway station , three or"
Datasets\IAM_Sentences\sentences\b06\b06-015\b06-015-s02-02.png,"agreed to give similar "" facilities """
Datasets\IAM_Sentences\sentences\a06\a06-051\a06-051-s02-01.png,and left the chamber .
Datasets\IAM_Sentences\sentences\g06\g06-045c\g06-045c-s00-01.png,"the diplomatist Lord Ponsonby , had written to advise"
Datasets\IAM_Sentences\sentences\b04\b04-154\b04-154-s05-02.png,disagree with him ?
Datasets\IAM_Sentences\sentences\a01\a01-077\a01-077-s02-00.png,President
Datasets\IAM_Sentences\sentences\e06\e06-049\e06-049-s00-01.png,appear to be the simplest case -
Datasets\IAM_Sentences\sentences\m01\m01-100\m01-100-s02-02.png,"their situation , as far as it could be assessed ,"
Datasets\IAM_Sentences\sentences\d06\d06-056\d06-056-s02-01.png,"if the cause of our pain is too deep seated ,"
Datasets\IAM_Sentences\sentences\b04\b04-004\b04-004-s00-03.png,citizen to quit his country .
Datasets\IAM_Sentences\sentences\b01\b01-094\b01-094-s03-01.png,relief when this strife-torn land gets
Datasets\IAM_Sentences\sentences\g04\g04-108\g04-108-s00-01.png,between the Bavarians and the Prussians who openly
Datasets\IAM_Sentences\sentences\a04\a04-089\a04-089-s01-02.png,"that "" very much larger protests are to"
Datasets\IAM_Sentences\sentences\b05\b05-017\b05-017-s05-00.png,The other incident occurred in the boat-train from Cherbourg
Datasets\IAM_Sentences\sentences\l04\l04-098\l04-098-s02-01.png,"cold and uneasy , unable to account"
Datasets\IAM_Sentences\sentences\k04\k04-033\k04-033-s02-00.png,"After a short interval , Orsini"
Datasets\IAM_Sentences\sentences\g06\g06-050n\g06-050n-s02-01.png,Hahnemann that he found Anglesey
Datasets\IAM_Sentences\sentences\p02\p02-139\p02-139-s00-00.png,""" So glad that you are having such a lovely time , dearie , """
Datasets\IAM_Sentences\sentences\c02\c02-030\c02-030-s03-02.png,recording his personal apocalypse of the
Datasets\IAM_Sentences\sentences\l07\l07-080\l07-080-s03-06.png,whole truth .
Datasets\IAM_Sentences\sentences\h07\h07-030\h07-030-s00-02.png,investors by leasing part of the
Datasets\IAM_Sentences\sentences\e01\e01-086\e01-086-s00-00.png,Two methods can be used to join the crochet to the linen :
Datasets\IAM_Sentences\sentences\e06\e06-026\e06-026-s02-02.png,be replaced by an underflow bringing
Datasets\IAM_Sentences\sentences\b01\b01-127\b01-127-s03-00.png,"On the contrary ,"
Datasets\IAM_Sentences\sentences\a01\a01-113u\a01-113u-s00-02.png,different from that of Labour .
Datasets\IAM_Sentences\sentences\e04\e04-109\e04-109-s03-01.png,to glue before screwing .
Datasets\IAM_Sentences\sentences\g06\g06-011c\g06-011c-s04-01.png,a busy town .
Datasets\IAM_Sentences\sentences\f07\f07-046b\f07-046b-s02-02.png,"it , press it and dry it , in which form , dusted"
Datasets\IAM_Sentences\sentences\p02\p02-008\p02-008-s02-01.png,off the plane with him were talking .
Datasets\IAM_Sentences\sentences\r03\r03-096\r03-096-s02-00.png,Now you
Datasets\IAM_Sentences\sentences\c02\c02-035\c02-035-s00-02.png,felt .
Datasets\IAM_Sentences\sentences\c06\c06-047\c06-047-s02-03.png,"Stratford , last spring ?"
Datasets\IAM_Sentences\sentences\h07\h07-066a\h07-066a-s00-00.png,"Local offices of the Ministry of Labour , Ministry of National"
Datasets\IAM_Sentences\sentences\a06\a06-110\a06-110-s00-02.png,told
Datasets\IAM_Sentences\sentences\h07\h07-066b\h07-066b-s00-02.png,established or proposed in all the towns .
Datasets\IAM_Sentences\sentences\f07\f07-084a\f07-084a-s00-04.png,household .
Datasets\IAM_Sentences\sentences\n04\n04-107\n04-107-s02-02.png,Bawley .
Datasets\IAM_Sentences\sentences\m01\m01-012\m01-012-s02-01.png,"steadily and looked about the room ,"
Datasets\IAM_Sentences\sentences\f07\f07-073\f07-073-s00-02.png,aromatics where the paprika insinuates its perfidious
Datasets\IAM_Sentences\sentences\k04\k04-054\k04-054-s00-00.png,With a swift gesture she closed her fan
Datasets\IAM_Sentences\sentences\b01\b01-044\b01-044-s02-00.png,Germany exports much more than she imports .
Datasets\IAM_Sentences\sentences\g07\g07-026a\g07-026a-s00-08.png,"having betrayed him , she had grown to fear"
Datasets\IAM_Sentences\sentences\l01\l01-023\l01-023-s01-00.png,He invented some
Datasets\IAM_Sentences\sentences\d01\d01-019\d01-019-s03-01.png,"could of the chaos by placing the fragments , or sheets , or pages , in order ."
Datasets\IAM_Sentences\sentences\k02\k02-018\k02-018-s02-00.png,This
Datasets\IAM_Sentences\sentences\k03\k03-117\k03-117-s00-03.png,"Gibbons carving around the fireplace , rose"
Datasets\IAM_Sentences\sentences\n04\n04-114\n04-114-s14-01.png,"'em up , darling ! """
Datasets\IAM_Sentences\sentences\p02\p02-144\p02-144-s04-00.png,"Everything was quite clear now , and to"
Datasets\IAM_Sentences\sentences\a01\a01-043\a01-043-s02-01.png,strong opposition from the anti-Negro
Datasets\IAM_Sentences\sentences\e07\e07-007\e07-007-s01-02.png,sale being by the gallon .
Datasets\IAM_Sentences\sentences\d05\d05-008\d05-008-s02-01.png,"James had grown up in Presbyterian Scotland ,"
Datasets\IAM_Sentences\sentences\b04\b04-040\b04-040-s01-01.png,sisters had to quit as their home was falling down .
Datasets\IAM_Sentences\sentences\l01\l01-119\l01-119-s00-00.png,One day Fred met Nick at the front door as they were both
Datasets\IAM_Sentences\sentences\j06\j06-000\j06-000-s02-00.png,Where
Datasets\IAM_Sentences\sentences\l01\l01-007\l01-007-s02-00.png,The Caxtons
Datasets\IAM_Sentences\sentences\h07\h07-025\h07-025-s00-00.png,The figures for Corby and Peterlee
Datasets\IAM_Sentences\sentences\r03\r03-050\r03-050-s01-00.png,"His finger-nails were dirty , though he"
Datasets\IAM_Sentences\sentences\m03\m03-114\m03-114-s02-04.png,"for such protection as our presence , or Mrs"
Datasets\IAM_Sentences\sentences\b04\b04-075\b04-075-s03-01.png,Whitehall should be deserted .
Datasets\IAM_Sentences\sentences\e04\e04-062\e04-062-s04-02.png,mahogany table which I bought at a sale for one
Datasets\IAM_Sentences\sentences\n04\n04-218\n04-218-s03-00.png,Harry Turton had
Datasets\IAM_Sentences\sentences\e04\e04-058\e04-058-s01-01.png,"rigid as possible , for it is on these you will be building"
Datasets\IAM_Sentences\sentences\l07\l07-172\l07-172-s02-00.png,The river was crowded
Datasets\IAM_Sentences\sentences\a01\a01-113\a01-113-s02-03.png,done in 1950 because of the financial strain of
Datasets\IAM_Sentences\sentences\e02\e02-014\e02-014-s02-00.png,It is unnecessary to mark the taper with
Datasets\IAM_Sentences\sentences\n03\n03-113\n03-113-s05-01.png,Buck would be wetter if he
Datasets\IAM_Sentences\sentences\c02\c02-017\c02-017-s01-00.png,One night his prayer is answered
Datasets\IAM_Sentences\sentences\c03\c03-087e\c03-087e-s00-03.png,which left its central character and the world
Datasets\IAM_Sentences\sentences\a05\a05-029\a05-029-s03-01.png,"Francis stayed on , and # sacrificed"
Datasets\IAM_Sentences\sentences\m01\m01-032\m01-032-s03-02.png,she was growing cold and numb with shock .
Datasets\IAM_Sentences\sentences\g06\g06-018n\g06-018n-s00-01.png,"he sent Pearl back to England ,"
Datasets\IAM_Sentences\sentences\f07\f07-081a\f07-081a-s01-03.png,proportion as exists among her
Datasets\IAM_Sentences\sentences\c03\c03-016e\c03-016e-s03-02.png,bear his child and sails away .
Datasets\IAM_Sentences\sentences\a06\a06-057\a06-057-s03-00.png,But Mr. Fell's attack was unprecedented .
Datasets\IAM_Sentences\sentences\c01\c01-066\c01-066-s00-02.png,mischief perpetrated by almost every person
Datasets\IAM_Sentences\sentences\b01\b01-122\b01-122-s01-02.png,fluenced to change course .
Datasets\IAM_Sentences\sentences\e07\e07-101\e07-101-s01-02.png,"and a superior plant , which transplants more"
Datasets\IAM_Sentences\sentences\c04\c04-004\c04-004-s01-00.png,"His American bosses , 20th-Century Fox , have"
Datasets\IAM_Sentences\sentences\a01\a01-030x\a01-030x-s05-01.png,"Labour's Colonial spokesman , said Sir Roy had"
Datasets\IAM_Sentences\sentences\c06\c06-047\c06-047-s01-03.png,and The Hostage was put on .
Datasets\IAM_Sentences\sentences\h01\h01-010\h01-010-s01-00.png,In Wales and Monmouthshire the question
Datasets\IAM_Sentences\sentences\g06\g06-031r\g06-031r-s04-04.png,"will be a mass of Radicalism , & then God knows what"
Datasets\IAM_Sentences\sentences\n03\n03-120\n03-120-s00-02.png,dragged out but before it was turned
Datasets\IAM_Sentences\sentences\g04\g04-068\g04-068-s00-00.png,Meanwhile in Purley there was much activity and much
Datasets\IAM_Sentences\sentences\f03\f03-191\f03-191-s00-01.png,right !
Datasets\IAM_Sentences\sentences\d06\d06-000\d06-000-s00-01.png,"of use telling even children , as I have"
Datasets\IAM_Sentences\sentences\p02\p02-121\p02-121-s00-00.png,"Hell . """
Datasets\IAM_Sentences\sentences\a03\a03-034\a03-034-s00-04.png,a half years ago .
Datasets\IAM_Sentences\sentences\e07\e07-072\e07-072-s01-01.png,in the smaller sizes that the substitutes
Datasets\IAM_Sentences\sentences\e04\e04-109\e04-109-s02-00.png,Make a very small hole for
Datasets\IAM_Sentences\sentences\d03\d03-112\d03-112-s00-01.png,VINEYARDS ( 1 Kings 4.25 ; S. of Sol. 8.11 ) .
Datasets\IAM_Sentences\sentences\d04\d04-021\d04-021-s05-01.png,tell !
Datasets\IAM_Sentences\sentences\g04\g04-077\g04-077-s00-00.png,Very soon we managed to get a hut in Purley where soldiers
Datasets\IAM_Sentences\sentences\j06\j06-014\j06-014-s01-01.png,"layer , which the authors think probably consists"
Datasets\IAM_Sentences\sentences\m01\m01-095\m01-095-s00-01.png,"Laurier , he braked to a screeching stop ."
Datasets\IAM_Sentences\sentences\a01\a01-082u\a01-082u-s00-02.png,Presidential election campaign .
Datasets\IAM_Sentences\sentences\m02\m02-080\m02-080-s02-01.png,has come for him to be taken seriously
Datasets\IAM_Sentences\sentences\n04\n04-044\n04-044-s00-01.png,school ; some of his rigid ideas had been passed
Datasets\IAM_Sentences\sentences\b05\b05-042\b05-042-s01-00.png,Not only can the raw human mind be
Datasets\IAM_Sentences\sentences\m02\m02-075\m02-075-s02-00.png,So when he visited some
Datasets\IAM_Sentences\sentences\e06\e06-037\e06-037-s01-01.png,"at slack waters , even in daylight"
Datasets\IAM_Sentences\sentences\c01\c01-009\c01-009-s03-03.png,is a highly skilled manipulator of contemporary
Datasets\IAM_Sentences\sentences\c04\c04-039\c04-039-s03-04.png,gang of crooks .
Datasets\IAM_Sentences\sentences\e01\e01-025\e01-025-s01-05.png,viable craft .
Datasets\IAM_Sentences\sentences\b06\b06-019\b06-019-s01-01.png,link together the various West German
Datasets\IAM_Sentences\sentences\m01\m01-149\m01-149-s00-01.png,he waited .
Datasets\IAM_Sentences\sentences\p03\p03-012\p03-012-s01-01.png,less I was a Scot and wanting to get
Datasets\IAM_Sentences\sentences\g07\g07-030\g07-030-s01-03.png,"voluble but silent , not beautiful but defaced ,"
Datasets\IAM_Sentences\sentences\g06\g06-031b\g06-031b-s04-01.png,but fear that the exasperation of
Datasets\IAM_Sentences\sentences\f04\f04-020\f04-020-s00-00.png,"But both purse and ticket , and the packages , were gone when the body"
Datasets\IAM_Sentences\sentences\g04\g04-104\g04-104-s02-03.png,someone who knew their native villages .
Datasets\IAM_Sentences\sentences\a02\a02-000\a02-000-s00-01.png,team to negotiate terms for joining the Common Market .
Datasets\IAM_Sentences\sentences\j07\j07-009\j07-009-s00-00.png,This development coincided with the introduction of
Datasets\IAM_Sentences\sentences\b01\b01-073\b01-073-s03-01.png,a # dignified exit .
Datasets\IAM_Sentences\sentences\f04\f04-020\f04-020-s02-00.png,A porter at Hounslow
Datasets\IAM_Sentences\sentences\c06\c06-000\c06-000-s00-00.png,IT is mid-morning on a Dublin Sunday .
Datasets\IAM_Sentences\sentences\g02\g02-065\g02-065-s02-06.png,than the impulse of the blood entering them .
Datasets\IAM_Sentences\sentences\h06\h06-089\h06-089-s00-01.png,"leather , is raised hydraulically to bring"
Datasets\IAM_Sentences\sentences\r06\r06-062\r06-062-s01-00.png,Here we
Datasets\IAM_Sentences\sentences\c03\c03-007c\c03-007c-s00-01.png,a town in the industrial North of England
Datasets\IAM_Sentences\sentences\k02\k02-053\k02-053-s03-02.png,Nigel at all resented being deprived of his
Datasets\IAM_Sentences\sentences\e04\e04-062\e04-062-s00-01.png,a permanently water proof glue line .
Datasets\IAM_Sentences\sentences\h05\h05-012\h05-012-s01-03.png,common feature that they are all payments in respect of works
Datasets\IAM_Sentences\sentences\a01\a01-087\a01-087-s01-03.png,to angry uproar .
Datasets\IAM_Sentences\sentences\b05\b05-079\b05-079-s01-07.png,"Continent . """
Datasets\IAM_Sentences\sentences\a01\a01-003x\a01-003x-s02-01.png,that the House of Lords should be abolished and
Datasets\IAM_Sentences\sentences\c06\c06-076\c06-076-s00-01.png,"thing this week I have never before witnessed ,"
Datasets\IAM_Sentences\sentences\a04\a04-089\a04-089-s00-01.png,"of 100 , told Kennedy that he should"
Datasets\IAM_Sentences\sentences\a01\a01-043u\a01-043u-s01-00.png,PRESIDENT KENNEDY today
Datasets\IAM_Sentences\sentences\a05\a05-004\a05-004-s00-00.png,"Short of wearing the same uniform , which is"
Datasets\IAM_Sentences\sentences\k07\k07-077\k07-077-s06-00.png,But you wouldn't marry me ?
Datasets\IAM_Sentences\sentences\g06\g06-011m\g06-011m-s05-00.png,"At Rome , every other man was a"
Datasets\IAM_Sentences\sentences\a06\a06-000\a06-000-s02-02.png,to deal in his next regular Budget with
Datasets\IAM_Sentences\sentences\e01\e01-050\e01-050-s02-01.png,was developed into quite an elaborate and distinctive
Datasets\IAM_Sentences\sentences\l01\l01-173\l01-173-s04-01.png,"me share downstairs , and we have Mag , or"
Datasets\IAM_Sentences\sentences\g06\g06-018n\g06-018n-s02-03.png,temperature is high & I have
Datasets\IAM_Sentences\sentences\g01\g01-000\g01-000-s01-01.png,"harrying English shipping as far away as Cherbourg ,"
Datasets\IAM_Sentences\sentences\p02\p02-022\p02-022-s03-00.png,Gay smiled at him
Datasets\IAM_Sentences\sentences\g06\g06-089\g06-089-s01-02.png,September 25th that Anglesey was very much
Datasets\IAM_Sentences\sentences\a06\a06-064\a06-064-s04-00.png,But there was ample
Datasets\IAM_Sentences\sentences\b01\b01-073\b01-073-s04-03.png,not weaken it further by desertion .
Datasets\IAM_Sentences\sentences\a01\a01-026x\a01-026x-s01-03.png,and the Dominion Party .
Datasets\IAM_Sentences\sentences\h06\h06-082\h06-082-s01-02.png,"overhead lines wherever possible , e.g. , by"
Datasets\IAM_Sentences\sentences\g06\g06-045g\g06-045g-s00-00.png,"In April of that year his first wife's brother-in-law , the"
Datasets\IAM_Sentences\sentences\m01\m01-149\m01-149-s00-00.png,"They followed him to a city bus stop on Carling Avenue , where"
Datasets\IAM_Sentences\sentences\a01\a01-000x\a01-000x-s00-02.png,Ps tomorrow .
Datasets\IAM_Sentences\sentences\m04\m04-251\m04-251-s01-01.png,chocolate .
Datasets\IAM_Sentences\sentences\b06\b06-032\b06-032-s01-01.png,played not only by the British Government but
Datasets\IAM_Sentences\sentences\f01\f01-075\f01-075-s00-00.png,At one time it was thought that mind could indeed
Datasets\IAM_Sentences\sentences\b01\b01-084\b01-084-s01-01.png,"3,000 men , who must take about a fortnight to arrive ."
Datasets\IAM_Sentences\sentences\a05\a05-116\a05-116-s03-00.png,Sir Lynn Ungoed-
Datasets\IAM_Sentences\sentences\b04\b04-187\b04-187-s03-00.png,"And we know what people want . """
Datasets\IAM_Sentences\sentences\r02\r02-003\r02-003-s00-01.png,provisions of Schedule D taxation which not only allowed her
Datasets\IAM_Sentences\sentences\l07\l07-138\l07-138-s00-00.png,"It was a warm , still evening ; the plop of"
Datasets\IAM_Sentences\sentences\p03\p03-040\p03-040-s05-03.png,very evening ?
Datasets\IAM_Sentences\sentences\g06\g06-037i\g06-037i-s01-01.png,but an express took him off yesterday . '
Datasets\IAM_Sentences\sentences\a03\a03-040\a03-040-s01-01.png,a public poll showed that for the first time since
Datasets\IAM_Sentences\sentences\l01\l01-157\l01-157-s04-01.png,"I 've always said , women rule the roost and"
Datasets\IAM_Sentences\sentences\k07\k07-185\k07-185-s00-00.png,He often used to try to imagine
Datasets\IAM_Sentences\sentences\e06\e06-010\e06-010-s02-03.png,echo-sounders .
Datasets\IAM_Sentences\sentences\e02\e02-091\e02-091-s01-02.png,cabinet work the necessity for
Datasets\IAM_Sentences\sentences\n02\n02-028\n02-028-s02-02.png,nearly to next week to settle down again .
Datasets\IAM_Sentences\sentences\h01\h01-027\h01-027-s00-00.png,"Previously , while visitors were left out of this"
Datasets\IAM_Sentences\sentences\f02\f02-020\f02-020-s00-00.png,"The weekend conference for the men and their wives ,"
Datasets\IAM_Sentences\sentences\g06\g06-031c\g06-031c-s02-00.png,What infatuation !
Datasets\IAM_Sentences\sentences\g06\g06-037j\g06-037j-s01-02.png,him off yesterday . '
Datasets\IAM_Sentences\sentences\n04\n04-202\n04-202-s01-00.png,Don't forget to give me a ring -
Datasets\IAM_Sentences\sentences\p02\p02-069\p02-069-s01-00.png,Doc and Lilyan were
Datasets\IAM_Sentences\sentences\a01\a01-128u\a01-128u-s02-03.png,service to the Exchequer will have increased
Datasets\IAM_Sentences\sentences\m04\m04-093\m04-093-s05-00.png,""" Here we are traversing the heavens at the"
Datasets\IAM_Sentences\sentences\a06\a06-119\a06-119-s00-00.png,Note circulation soared for the
Datasets\IAM_Sentences\sentences\h04\h04-028\h04-028-s00-02.png,were very narrow .
Datasets\IAM_Sentences\sentences\e07\e07-072\e07-072-s02-02.png,"obtained at a comparable price , except the"
Datasets\IAM_Sentences\sentences\c04\c04-075\c04-075-s00-01.png,disc solo pianist were greatly enhanced when he dug out
Datasets\IAM_Sentences\sentences\e04\e04-095\e04-095-s00-02.png,to see that nothing is distorted .
Datasets\IAM_Sentences\sentences\b04\b04-107\b04-107-s01-01.png,"was peaceful , orderly , and thriving ."
Datasets\IAM_Sentences\sentences\f07\f07-092b\f07-092b-s01-00.png,At one
Datasets\IAM_Sentences\sentences\g04\g04-055\g04-055-s00-00.png,We also had a little Mission Hall leading off
Datasets\IAM_Sentences\sentences\l04\l04-098\l04-098-s01-01.png,heavy padlock for the box and search
Datasets\IAM_Sentences\sentences\g06\g06-050c\g06-050c-s02-03.png,"and sedate , not easily irritated , patient and"
Datasets\IAM_Sentences\sentences\g06\g06-042j\g06-042j-s01-01.png,Anglesey believed himself to be on the
Datasets\IAM_Sentences\sentences\d07\d07-100\d07-100-s00-08.png,"itself was quoted , almost as if it were a"
Datasets\IAM_Sentences\sentences\g06\g06-018l\g06-018l-s02-00.png,"The journey has been against me , as there has been much rain"
Datasets\IAM_Sentences\sentences\r06\r06-126\r06-126-s00-01.png,serious of the two films that were
Datasets\IAM_Sentences\sentences\m01\m01-012\m01-012-s01-03.png,the form of the furnishings in Dan
Datasets\IAM_Sentences\sentences\g06\g06-042i\g06-042i-s01-00.png,As
Datasets\IAM_Sentences\sentences\c02\c02-030\c02-030-s03-00.png,Wicki has
Datasets\IAM_Sentences\sentences\g06\g06-047c\g06-047c-s01-00.png,One of these was the
Datasets\IAM_Sentences\sentences\e04\e04-114\e04-114-s03-01.png,"the bottom , both for screwing to the chines and"
Datasets\IAM_Sentences\sentences\c02\c02-017\c02-017-s00-04.png,moved .
Datasets\IAM_Sentences\sentences\h07\h07-025\h07-025-s01-00.png,Shopping provision in the new towns
Datasets\IAM_Sentences\sentences\m04\m04-216\m04-216-s03-02.png,flag on a palm tree .
Datasets\IAM_Sentences\sentences\m02\m02-083\m02-083-s01-01.png,"wore , and kept on indoors , a fifty gallon hat ."
Datasets\IAM_Sentences\sentences\r06\r06-053\r06-053-s00-00.png,Some grim comic relief was provided by
Datasets\IAM_Sentences\sentences\f07\f07-046a\f07-046a-s02-04.png,of it in almost any provision shop .
Datasets\IAM_Sentences\sentences\e02\e02-094\e02-094-s03-00.png,They never are cheap in the
Datasets\IAM_Sentences\sentences\a01\a01-026u\a01-026u-s02-02.png,"African Federation , went to Chequers at"
Datasets\IAM_Sentences\sentences\p02\p02-069\p02-069-s02-00.png,""" Come and join us and bring your"
Datasets\IAM_Sentences\sentences\g06\g06-037c\g06-037c-s03-00.png,None of the numerous conventional remedies to which
Datasets\IAM_Sentences\sentences\e06\e06-070\e06-070-s02-01.png,"fish like haddock , which would hardly"
Datasets\IAM_Sentences\sentences\a05\a05-094\a05-094-s01-04.png,"business "" removed their jackets ."
Datasets\IAM_Sentences\sentences\p01\p01-168\p01-168-s03-01.png,"hunted eyes , as if the poor fellow had rocks in"
Datasets\IAM_Sentences\sentences\e06\e06-033\e06-033-s01-04.png,almost a mile on every tide at the Smith's
Datasets\IAM_Sentences\sentences\p02\p02-101\p02-101-s01-03.png,to help her control her feelings .
Datasets\IAM_Sentences\sentences\k02\k02-076\k02-076-s04-02.png,"people lead in the East , you know . '"
Datasets\IAM_Sentences\sentences\g06\g06-047r\g06-047r-s00-01.png,Burdett described to Anglesey a year or two later as
Datasets\IAM_Sentences\sentences\g07\g07-026b\g07-026b-s00-03.png,"fawning on his implacable wife , purveying to her"
Datasets\IAM_Sentences\sentences\m06\m06-019\m06-019-s07-00.png,' Always this
Datasets\IAM_Sentences\sentences\a02\a02-120\a02-120-s00-03.png,the demonstrators sit down or not - was
